Product Name,Advisory Number,Date Posted
Yunnan Baiyao,FDA Advisory No. 2021-0267,2021-02-23
OTC Ambroxol Hydrochloride Tablets – Yansuan Anxiusuo Pian [as reflected in the package insert],FDA Advisory No. 2021-0361,2021-03-05
OTC Dieda Wanhua You,FDA Advisory No. 2021-0361,2021-03-05
OTC Sulfur Ointment – Liu Ruangao [as reflected in the package insert],FDA Advisory No. 2021-0361,2021-03-05
White Bottle – [Label in foreign Language],FDA Advisory No. 2021-0361,2021-03-05
BYS®Amoxicillin and Clavulanate Potassium Tablets 0.457g,FDA Advisory No. 2021-0362,2021-03-05
Clarithromycin Tablets 0.25g,FDA Advisory No. 2021-0362,2021-03-05
Levofloxacin Hydrochloride Tablets 0.2g,FDA Advisory No. 2021-0362,2021-03-05
OTC Clotrimazole Vaginal Tablets – Kemeizuo Yindaopian,FDA Advisory No. 2021-0362,2021-03-05
OTC TAIJI Huoxiang Zhenqi Jiaonang,FDA Advisory No. 2021-0362,2021-03-05
Amoxicillin Capsules 0.5g,FDA Advisory No. 2021-0363,2021-03-05
Azithromycin Tablets 0.25g,FDA Advisory No. 2021-0363,2021-03-05
Cefixime Tablets 100mg,FDA Advisory No. 2021-0363,2021-03-05
OTC Keteling Jiaonang,FDA Advisory No. 2021-0363,2021-03-05
OTC Ranitidine Hydrochloride Capsules,FDA Advisory No. 2021-0363,2021-03-05
AWP Aviso Wellness Protocol Blood Conditioning #3,FDA Advisory No. 2021-0364,2021-03-05
AWP Aviso Wellness Protocol Blood Conditioning #3 500 mL,FDA Advisory No. 2021-0364,2021-03-05
AWP Aviso Wellness Protocol Blood Conditioning #4 500 mL,FDA Advisory No. 2021-0364,2021-03-05
Dragon Balm® Vapor Inhaler 125 mg,FDA Advisory No. 2021-0366,2021-03-05
Natural Green Leaf 2 Ways Inhaler (Inhale And Apply),FDA Advisory No. 2021-0366,2021-03-05
METHYSALICYLATE+MENTHOL+CAMPHOR (BONG GALON ISLAND OIL) LINIMENT,FDA Advisory No. 2021-0367,2021-03-05
Bio-Cure Kasoy Oil 30mL,FDA Advisory No. 2021-0368,2021-03-05
AWP Aviso Wellness Protocol Blood Conditioning #1 500 mL,FDA Advisory No. 2021-0369,2021-03-05
AWP Aviso Wellness Protocol Brain Activator,FDA Advisory No. 2021-0369,2021-03-05
AWP Aviso Wellness Protocol Essential Oil,FDA Advisory No. 2021-0369,2021-03-05
AWP Aviso Wellness Protocol Proven Multi Purpose Spray,FDA Advisory No. 2021-0369,2021-03-05
Haizhuchuanxidingpian 24’s,FDA Advisory No. 2021-0435,2021-03-11
Liuganwan,FDA Advisory No. 2021-0435,2021-03-11
Metamizole Sodium Injection 2ml:0.5g,FDA Advisory No. 2021-0435,2021-03-11
OTC Leading Huashe Jieyang Pian Solution Itch,FDA Advisory No. 2021-0435,2021-03-11
Qingfeng® Mecobalamin Tablets 0.5mg,FDA Advisory No. 2021-0435,2021-03-11
Amikacin Sulfate Injection 2ml:0.2g,FDA Advisory No. 2021-0436,2021-03-12
Amoxicillin Capsules- Amoxicillin Jiaonang 0.25g [as refected in the package insert],FDA Advisory No. 2021-0436,2021-03-12
Ebastine Tablets 10’s,FDA Advisory No. 2021-0436,2021-03-12
Jingpai® Cefixime Dispersible Tablets 100mg,FDA Advisory No. 2021-0436,2021-03-12
PIDI® Colchicine Tablets 0.5mg,FDA Advisory No. 2021-0436,2021-03-12
Ajanta Sildenafil Oral Jelly (Kamagra) 100 mg 7×5 Grams,FDA Advisory No. 2021-0437,2021-03-12
Aminopyrine And Caffeine- Anjibilin Kafeiyin Pian Tablets 24’s,FDA Advisory No. 2021-0437,2021-03-12
Fufang Anlin Babituo Zhusheye 2ml,FDA Advisory No. 2021-0437,2021-03-12
OTC Compound Paracetamol and Amantadine Hydrochloride Fufang An Fen Wan’ An Jiaonang 12 Capsules,FDA Advisory No. 2021-0437,2021-03-12
OTC Huangshi Xi Angshengwan,FDA Advisory No. 2021-0437,2021-03-12
CHERISH Chlorphenamine Maleate Injection 1ml:10mg,FDA Advisory No. 2021-0438,2021-03-12
Clindamycin Hydrochloride Capsule – Yansuan Kelinmeisu Jiaonang [as reflected in the package insert],FDA Advisory No. 2021-0438,2021-03-12
Norfloxacin Capsules 0.1g 24’s [as reflected in the primary packaging],FDA Advisory No. 2021-0438,2021-03-12
Phenoxymethylpenicillin Potassium Tablets 12’s,FDA Advisory No. 2021-0438,2021-03-12
Phenoxymethylpenicillin Potassium Tablets 24’s,FDA Advisory No. 2021-0438,2021-03-12
Ceftriaxone Sodium For Injection 1.0g,FDA Advisory No. 2021-0439,2021-03-12
Jidesheng Sheyao Pian [as reflected in the package insert],FDA Advisory No. 2021-0439,2021-03-12
Naolingsu Pian,FDA Advisory No. 2021-0439,2021-03-12
OTC Pudilan Xiaoyan Pian 48’s,FDA Advisory No. 2021-0439,2021-03-12
OTC Yanyan Pian [as reflected in the package insert],FDA Advisory No. 2021-0439,2021-03-12
KL Amoxicillin Capsules 0.25g – Kelundayaochang® Amoxicillin Capsules 0.25g,FDA Advisory No. 2021-0440,2021-03-12
OTC Baoji Wan,FDA Advisory No. 2021-0440,2021-03-12
OTC Bei® Kangbingdukoufuye,FDA Advisory No. 2021-0440,2021-03-12
OTC Tongqiaobiyanpian,FDA Advisory No. 2021-0440,2021-03-12
Runing Pian 0.33g,FDA Advisory No. 2021-0440,2021-03-12
Cimetidine Injection 2ml,FDA Advisory No. 2021-0441,2021-03-12
Nodse Kanggu Zengsheng Pian,FDA Advisory No. 2021-0441,2021-03-12
OTC Ma Xing Zhi Ke Pian,FDA Advisory No. 2021-0441,2021-03-12
OTC Shenling Baizhu San (as reflected in the package insert),FDA Advisory No. 2021-0441,2021-03-12
Diammonium Glycyrrhizinate Injection 10ml:50mg,FDA Advisory No. 2021-0442,2021-03-12
OTC Huoxiangqing Weijiaonang,FDA Advisory No. 2021-0442,2021-03-12
Ornidazole Tablets-Aoxiaozuo Pian 12’s x 0.25g [as reflected in the package insert],FDA Advisory No. 2021-0442,2021-03-12
Tetracycline Tablets 0.125g,FDA Advisory No. 2021-0442,2021-03-12
Yansuan Anxiusuo Fensanpian 30mg,FDA Advisory No. 2021-0442,2021-03-12
Liusuan Qingdameisu Keli,FDA Advisory No. 2021-0443,2021-03-12
OTC Beifangjingkai Jie Yuan Shen Keli,FDA Advisory No. 2021-0443,2021-03-12
OTC Long Dan Xie Gan Pian,FDA Advisory No. 2021-0443,2021-03-12
Simple Moxibustion,FDA Advisory No. 2021-0443,2021-03-12
Cefalexin Capsules 0.125g,FDA Advisory No. 2021-0444,2021-03-12
OTC Qinghuo Zhimai Pian,FDA Advisory No. 2021-0444,2021-03-12
OTC Shi Quan Da Bu Wan,FDA Advisory No. 2021-0444,2021-03-12
Procalterol Hydrochloride Tablets 25μg,FDA Advisory No. 2021-0444,2021-03-12
Transfer Factor Capsules,FDA Advisory No. 2021-0444,2021-03-12
Bai Hua Ding Chuan Pian,FDA Advisory No. 2021-0445,2021-03-12
Cefminox Sodium for Injection 1.0g,FDA Advisory No. 2021-0445,2021-03-12
OTC Loratadine Tablet 10mg,FDA Advisory No. 2021-0445,2021-03-12
OTC Yingrun® Sodium Cromoglicate Eye Drops,FDA Advisory No. 2021-0445,2021-03-12
TL® Allopurinol Tablets 0.1g,FDA Advisory No. 2021-0445,2021-03-12
Kangbingdu Jiaonang 28’s,FDA Advisory No. 2021-0446,2021-03-12
Levofloxacin Hydrochloride Tablets 0.1g,FDA Advisory No. 2021-0446,2021-03-12
Ofloxacin Cream 10g,FDA Advisory No. 2021-0446,2021-03-12
Suxiao Zhixie Jiaonang 0.3g,FDA Advisory No. 2021-0446,2021-03-12
Youcare Ceftriaxone Sodium for Injection 1.0g,FDA Advisory No. 2021-0446,2021-03-12
Dong Yao Clindamycin Phosphate Injection 2ml: 0.3g,FDA Advisory No. 2021-0447,2021-03-12
HASEN Sterile Water for Injection 5ml,FDA Advisory No. 2021-0447,2021-03-12
OTC Bai Xuan Xia Ta Re Pian 33’s,FDA Advisory No. 2021-0447,2021-03-12
OTC Xue Li Gao,FDA Advisory No. 2021-0447,2021-03-12
Ambroxol Hydrochloride Injection 2ml:15mg,FDA Advisory No. 2021-0448,2021-03-12
Dohongying Raceanisodamine Hydrochloride Injection 1ml:10mg,FDA Advisory No. 2021-0448,2021-03-12
Doxofylline Tablets-Duosuochajian Pian 0.2g [as reflected in the package insert],FDA Advisory No. 2021-0448,2021-03-12
OTC Ibuprofen Sustained –Released Capsules,FDA Advisory No. 2021-0448,2021-03-12
Shadukang-Rugao 15g,FDA Advisory No. 2021-0448,2021-03-12
"Bangerjie ß-Vaginal Stuffing Agent 1 Syringe X 0.18mg/ml, 3g",FDA Advisory No. 2021-0449,2021-03-12
Chunchi Qingwei Wan 4.5g Sachet,FDA Advisory No. 2021-0449,2021-03-12
OTC Chuan Bei Zhi Ke Lu,FDA Advisory No. 2021-0449,2021-03-12
OTC Tian Ci Tang® Xunmazhen Wan 6’s,FDA Advisory No. 2021-0449,2021-03-12
Sine® Nitroglycerin Tablets 36’s,FDA Advisory No. 2021-0449,2021-03-12
Dau Cu La Thien Thao Truong Son Balm Phong Thap Chi Thong Cao 10g,FDA Advisory No. 2021-0486,2021-03-18
Povidine Iodine 10% Solution 7.5mL,FDA Advisory No. 2021-0486,2021-03-18
Chen Xuefu Zhuyu Keli 6g [as reflected in the package insert],FDA Advisory No. 2021-0487,2021-03-18
Liushen Wan,FDA Advisory No. 2021-0487,2021-03-18
OTC Dongling Cao Pian,FDA Advisory No. 2021-0487,2021-03-18
Shujin Huoxue Pian 0.3g,FDA Advisory No. 2021-0487,2021-03-18
Tiandi® Dexamethasone Sodium Phosphate Injection 1ml:5mg,FDA Advisory No. 2021-0487,2021-03-18
Amoxicillin Capsules 0.25g,FDA Advisory No. 2021-0488,2021-03-18
Cisen Gentamicin Sulfate Injection 2ml:80mg,FDA Advisory No. 2021-0488,2021-03-18
Dingxi Yatong Jiaonang 100’s [as reflected in the secondary packaging],FDA Advisory No. 2021-0488,2021-03-18
Feining Pian 32 Tablets,FDA Advisory No. 2021-0488,2021-03-18
Yankening Pian,FDA Advisory No. 2021-0488,2021-03-18
Aminophylline Injection 2ml:0.25g,FDA Advisory No. 2021-0489,2021-03-18
Baihekang Brand Aloe Vera Softgel 5g (500mg),FDA Advisory No. 2021-0489,2021-03-18
OTC Pudilan Xiaoyan Pian 36’s,FDA Advisory No. 2021-0489,2021-03-18
OTC Shuyao Ling Yang Ganmaopian,FDA Advisory No. 2021-0489,2021-03-18
Zhuifeng Shujing Huoxue Pian,FDA Advisory No. 2021-0489,2021-03-18
DEZHONG® Yangxue Shengfa Jiaonang 0.5g [as reflected in the package insert],FDA Advisory No. 2021-0490,2021-03-18
OTC H20003790 60 Tablets [Label in Foreign Language],FDA Advisory No. 2021-0490,2021-03-18
Sinopharm Midecamycin Tablets,FDA Advisory No. 2021-0490,2021-03-18
Vitamin D2 and Calcium Colloid Injection 10 Ampoules,FDA Advisory No. 2021-0490,2021-03-18
[Label in Foreign Language] 0.2g Light Brown Round Compressed Tablet Contained in a White Plastic Bottle,FDA Advisory No. 2021-0490,2021-03-18
Levofloxacin Hydrochloride Eye Drops-Yansuan Zuoyangfushaxing Diyanye 5ml:15mg [as reflected in the package insert],FDA Advisory No. 2021-0491,2021-03-18
Nimodipine Tablets,FDA Advisory No. 2021-0491,2021-03-18
Tianjiang® [Label in Foreign Language],FDA Advisory No. 2021-0491,2021-03-18
[Label in Foreign Language] Orange Pink (head) and Clear (body) Hard Gelatin Capsule Packed in ALU/PVC Blister pack,FDA Advisory No. 2021-0491,2021-03-18
OTC BAUSCH + LOMB Compound Chondroitin Sulfate Eye Drops – Fufang Liusuan Ruangusu Diyanye [as reflected in the package insert],FDA Advisory No. 2021-0670,2021-04-13
OTC CONBA Changyanning Pian [as reflected in the package insert],FDA Advisory No. 2021-0670,2021-04-13
OTC Guilin Watermelon Frost,FDA Advisory No. 2021-0670,2021-04-13
OTC JZJT Jianwei Xiaoshi Pian Tablet [as reflected in the package insert],FDA Advisory No. 2021-0670,2021-04-13
Bing Peng San 0.6g [as reflected in the package insert],FDA Advisory No. 2021-0671,2021-04-13
Cetirizine Hydrochloride Tablets 10mg [In Foreign Language],FDA Advisory No. 2021-0671,2021-04-13
Golden Sun Cefixime Capsules 0.1g,FDA Advisory No. 2021-0671,2021-04-13
Miaobangbitongling Bi Tong Ling Cao Ben Yi Jun Ye 20ml,FDA Advisory No. 2021-0671,2021-04-13
OTC Bayer Bifonazole Cream (Mycospor®) 10g,FDA Advisory No. 2021-0671,2021-04-13
OTC Compound Paracetamol and Amantadine Hydrochloride Capsules-Buluofen Huanshi Jiaonang [as reflected in the package insert],FDA Advisory No. 2021-0672,2021-04-13
OTC Niuhuang Shangqing Pian 48’s,FDA Advisory No. 2021-0672,2021-04-13
OTC OVERSEAS Ibuprofen Sustained Release Capsules[as reflected in the package insert],FDA Advisory No. 2021-0672,2021-04-13
OTC Xin Xing® Domperidone Tablets,FDA Advisory No. 2021-0672,2021-04-13
"OTC BAUSCH + LOMB Naphazoline Hydrochloride, Chlorphenamine Maleate and Vitamin B12 Eye Drops Naiminwei Diyanye [as reflected in the package insert]",FDA Advisory No. 2021-0673,2021-04-13
OTC Miconazole Nitrate Cream – Xiaosuan Mikangzuo Rugao [as reflected in the package insert],FDA Advisory No. 2021-0673,2021-04-13
YOUCARE Omeprazole Enteric Capsules 20 mg,FDA Advisory No. 2021-0673,2021-04-13
CSPC® Dexamethasone Sodium Phosphate Injection 1ml:5mg,FDA Advisory No. 2021-0674,2021-04-13
Cimetidine Injection 2ml:0.2g [In Foreign Language],FDA Advisory No. 2021-0674,2021-04-13
FBL® FB+EILE,FDA Advisory No. 2021-0674,2021-04-13
H46020470 [Label in Foreign Language],FDA Advisory No. 2021-0674,2021-04-13
OTC Pugongying Keli [as reflected in the package insert],FDA Advisory No. 2021-0674,2021-04-13
Amikacin Sulfate Injection 2ml:0.2g [In Foreign Language],FDA Advisory No. 2021-0675,2021-04-13
An Tai Wan,FDA Advisory No. 2021-0675,2021-04-13
Azithromycin Dispersible Tablets 0.25g [In Foreign Language],FDA Advisory No. 2021-0675,2021-04-13
OTC Ambroxol Hydrochloride Oral Solution – Yansuan Anxiusuo Koufurongye 10ml:30mg [as reflected in the package insert],FDA Advisory No. 2021-0675,2021-04-13
Ping Xiang is Healthy® Shexiangjingutong Bacteriostatic Sprays,FDA Advisory No. 2021-0675,2021-04-13
Fufang Anlin Babituo Zhusheye 2ml,FDA Advisory No. 2021-0676,2021-04-13
Furosemide Injection 2ml:20mg [In Foreign Language],FDA Advisory No. 2021-0676,2021-04-13
Gentamicin Sulfate Injection 2ml:80mg [In Foreign Language],FDA Advisory No. 2021-0676,2021-04-13
OTC Fufang Jinyinhua Keli,FDA Advisory No. 2021-0676,2021-04-13
OTC Z20093401 [Label in Foreign Language],FDA Advisory No. 2021-0676,2021-04-13
OTC Qiangli Pipalu,FDA Advisory No. 2021-0677,2021-04-13
OTC Qing Huo Pian,FDA Advisory No. 2021-0677,2021-04-13
Ping Xiang is Healthy® Plant Bacteriostatic Ointment 20g,FDA Advisory No. 2021-0677,2021-04-13
Potassium Chloride Injection 10ml:1g [In Foreign Language],FDA Advisory No. 2021-0677,2021-04-13
Qian Lie Kang Shu Jiao Nang,FDA Advisory No. 2021-0677,2021-04-13
Extra Mentholated NH Rub Herbal with Negative Ion 15g,FDA Advisory No. 2021-0698,2021-04-13
OTC Taiji® Huoxiang Zheng Qi Kou Fu Ye,FDA Advisory No. 2021-0714,2021-04-16
OTC XINXIU® Compound Paracetamol and Amantadine Hydrochloride Tablets – Fufang Anfenwan’an Pian,FDA Advisory No. 2021-0714,2021-04-16
TAIJI® Fufang Huangliansu Pian,FDA Advisory No. 2021-0714,2021-04-16
OTC Ganmao Ling Keli [as reflected in the package insert],FDA Advisory No. 2021-0715,2021-04-16
OTC Qinghou Liyan Keli [as reflected in the package insert],FDA Advisory No. 2021-0715,2021-04-16
OTC Shiquan Dabu Wan [as reflected in the package insert],FDA Advisory No. 2021-0715,2021-04-16
OTC Weikangling Jiaonang,FDA Advisory No. 2021-0715,2021-04-16
Rengongniuhuangjiaxiaozuo Jiaonang,FDA Advisory No. 2021-0715,2021-04-16
CSPC® Amoxicillin Capsules 0.25g [In Foreign Language],FDA Advisory No. 2021-0716,2021-04-16
Cefradine Capsules 0.25g [In Foreign Language],FDA Advisory No. 2021-0716,2021-04-16
OTC 999® Compound Dexamethasone Acetate Cream – Fufang Cusuandisaimisong Rugao [as reflected in the package insert],FDA Advisory No. 2021-0716,2021-04-16
OTC 999® Ganmaoling Keli [as reflected in the package insert],FDA Advisory No. 2021-0716,2021-04-16
OTC Am Ya Feng® Quike Compound Paracetamol and Amantadine Hydrochloride Capsules,FDA Advisory No. 2021-0716,2021-04-16
Niuhuang Jiedu Pian,FDA Advisory No. 2021-0717,2021-04-16
OTC Fishing Pill IV Belladona Creosote – Hewei Zhengchang Wan,FDA Advisory No. 2021-0717,2021-04-16
OTC NANCHANG® Keteling Jiaonang,FDA Advisory No. 2021-0717,2021-04-16
OTC Nin Jiom Pei Pa Koa 150 ml (Label in Chinese Characters),FDA Advisory No. 2021-0717,2021-04-16
OTC Nongsuowan Liuwei Dihuangwan,FDA Advisory No. 2021-0717,2021-04-16
ANTINE® Diclofenac Sodium Sustained Release Capsules 50 mg [In Foreign Language],FDA Advisory No. 2021-0718,2021-04-16
OTC Changyanning Jiaonang [as reflected in the package insert],FDA Advisory No. 2021-0718,2021-04-16
OTC Clotrimazole Cream 10g [In Foreign Language],FDA Advisory No. 2021-0718,2021-04-16
OTC SOIN® Domperidone Tablets [In Foreign Language],FDA Advisory No. 2021-0718,2021-04-16
OTC Zuoquenuoyuntong Pian,FDA Advisory No. 2021-0718,2021-04-16
Vino Apostolado (12 Medicinal Mint Herbs) 120mL,FDA Advisory No. 2021-0719-A,2021-04-16
Ganshanhu® Q/JCSH001 3.0%,FDA Advisory No. 2021-0720,2021-04-16
OTC Fuke Qianjin Pian [as reflected in the package insert],FDA Advisory No. 2021-0720,2021-04-16
Yabang Group Carbazochrome Tablets 2.5mg,FDA Advisory No. 2021-0720,2021-04-16
Dongyao® Etamsylate Injection 2ml:0.5g,FDA Advisory No. 2021-0721,2021-04-16
Jucishan® Dexamethasone Sodium Phosphate Injection 1ml:5mg,FDA Advisory No. 2021-0721,2021-04-16
Jucishan® Ofloxacin Ear Drops 5ml:15mg,FDA Advisory No. 2021-0721,2021-04-16
Levofloxacin Hydrochloride and Sodium Chloride Injection 100ml:0.2g:0.9g,FDA Advisory No. 2021-0721,2021-04-16
Tasly® Compound Danshen Dripping Pills,FDA Advisory No. 2021-0721,2021-04-16
L.A Salicylic Acid 3% Solution 25mL,FDA Advisory No. 2021-0722,2021-04-16
Lianhua Qingwen Jiaonang with Chinese Characters,FDA Advisory No. 2021-0723,2021-04-16
Arefielo Botanical Essense with Turmeric and Clove Oil 60mL,FDA Advisory No. 2021-0729,2021-04-20
Flunarizine Hydrochloride Capsules Yansuan Fuguiliqin Jiaonang[as reflected in the package insert],FDA Advisory No. 2021-0762,2021-04-21
OTC H35021225 [Label in Foreign Language],FDA Advisory No. 2021-0762,2021-04-21
OTC Sanjin Pian [as reflected in the package insert],FDA Advisory No. 2021-0762,2021-04-21
Sodium Chloride Injection 0.9% 100ml:0. [Label in Foreign Language],FDA Advisory No. 2021-0762,2021-04-21
[Label in Foreign Language] 380Ml,FDA Advisory No. 2021-0762,2021-04-21
Kelundayaochang® Glucose Injection 5% 100ml:5g,FDA Advisory No. 2021-0763,2021-04-21
Kelundayaochang® Glucose and Sodium Chloride Injection 250ml:12.5g:2.25g,FDA Advisory No. 2021-0763,2021-04-21
OTC Jieeryinxiye 160mL,FDA Advisory No. 2021-0763,2021-04-21
Sodium Chloride Injection 0.9% 250ml:2.25g [Label in Foreign Language],FDA Advisory No. 2021-0763,2021-04-21
Vitamin C Injection 2ml:0.5g [Label in Foreign Language],FDA Advisory No. 2021-0763,2021-04-21
OTC Fenbid Paracetamol and Caffeine Tablets,FDA Advisory No. 2021-0781,2021-04-27
Clarithromycin Tablets 0.25g [Label in foreign language],FDA Advisory No. 2021-0858,2021-05-05
Plant Capsule [Label in foreign language],FDA Advisory No. 2021-0858,2021-05-05
[Label in foreign language],FDA Advisory No. 2021-0858,2021-05-05
OTC Xiaochaihu Granule,FDA Advisory No. 2021-0859,2021-05-05
OTC YULIN® Zheng Gu Shui,FDA Advisory No. 2021-0859,2021-05-05
OTC Yanyan Pian,FDA Advisory No. 2021-0859,2021-05-05
SPH Ding Lu Brand®Xinhuang Pian,FDA Advisory No. 2021-0859,2021-05-05
ZEUS Xiaoyan Zhike Pian,FDA Advisory No. 2021-0859,2021-05-05
New Quick Rheumatism Capsule Tiger Wang Biaod 20 caps,FDA Advisory No. 2021-0860,2021-05-05
OTC Qingkailing Koufuye,FDA Advisory No. 2021-0860,2021-05-05
OTC SOIN Ranal® Ranitidine Hydrochloride Capsules 0.15g 20’s,FDA Advisory No. 2021-0860,2021-05-05
Progesterone Soft Capsules 0.1g [Label in Foreign Language],FDA Advisory No. 2021-0860,2021-05-05
Furongtang Niuhuang Jiedu Pian 0.25g,FDA Advisory No. 2021-0861,2021-05-05
NOXA 20 20mg,FDA Advisory No. 2021-0861,2021-05-05
OTC Nin Jiom Pei Pa Koa 150 mL [Label in Foreign Language],FDA Advisory No. 2021-0861,2021-05-05
Ofloxacin Ear Drops [as reflected in primary packaging],FDA Advisory No. 2021-0861,2021-05-05
Penyanjing Jiaonang,FDA Advisory No. 2021-0861,2021-05-05
Azithromycin Tablets 0.25g [Label in Foreign Language],FDA Advisory No. 2021-0862,2021-05-05
Bayaspirin® Bayer Aspirin Enteric coated Tablets 100 mg,FDA Advisory No. 2021-0862,2021-05-05
Clear Nasal Bisutong 20g,FDA Advisory No. 2021-0862,2021-05-05
HPGC Belladonna Sulfamethoxazole and Trimerhoprim Tablets Dianqie Huangbianding Pian [as reflected in the package insert],FDA Advisory No. 2021-0862,2021-05-05
OTC Baofukang Shuan,FDA Advisory No. 2021-0862,2021-05-05
CFX Cefixime Capsules-Toubaokewo Jiaonang 50 mg,FDA Advisory No. 2021-0863,2021-05-05
OTC CISEN® Chlortetracycline Hydrochloride Eye Ointment – Yansuan Jinmeisu Yangao 0.5% [as reflected in package insert],FDA Advisory No. 2021-0863,2021-05-05
OTC Chang Wei Ning Pian,FDA Advisory No. 2021-0863,2021-05-05
OTC Chitong Xiaoyanling Keli,FDA Advisory No. 2021-0863,2021-05-05
Clarithromycin Capsules 0.125g [Label in Foreign Language],FDA Advisory No. 2021-0864,2021-05-05
Compound Diclofenac Sodium and Chlorphenamine Maleate Tablets [Label in Foreign Language],FDA Advisory No. 2021-0864,2021-05-05
Jianshen Shengfa Wan [as reflected in the package insert],FDA Advisory No. 2021-0864,2021-05-05
OTC Keke Jiaonang [as reflected in the package insert],FDA Advisory No. 2021-0864,2021-05-05
OTC Sanhuang Pian,FDA Advisory No. 2021-0864,2021-05-05
A Tretinoin Cream 0.025% 15 g,FDA Advisory No. 2021-0865,2021-05-05
OTC B1 H42020611 [Label in Foreign Language],FDA Advisory No. 2021-0865,2021-05-05
OTC Tian Ma Su Pian,FDA Advisory No. 2021-0865,2021-05-05
Terfenadine Tablets 60 mg [Label in Foreign Language],FDA Advisory No. 2021-0865,2021-05-05
Tongren Niuhuang Qingxin Wan,FDA Advisory No. 2021-0865,2021-05-05
Diclofenac Sodium Enteric- coated Tablets – Shuanglufensuanna Changrongpian 25mg [as reflected in the package insert],FDA Advisory No. 2021-0866,2021-05-05
Levofloxacin Hydrochloride Tablets 1.0g [Label in Foreign Language],FDA Advisory No. 2021-0866,2021-05-05
